PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"34450776","Prediction of Myoelectric Biomarkers in Post-Stroke Gait","Hussain I, Park SJ.","Sensors (Basel). 2021 Aug 7;21(16):5334. doi: 10.3390/s21165334.","Hussain I","Sensors (Basel)","2021","2021/08/28","PMC8399186","","10.3390/s21165334"
"37420659","Surface Electromyography-Driven Parameters for Representing Muscle Mass and Strength","Sung JH, Baek SH, Park JW, Rho JH, Kim BJ.","Sensors (Basel). 2023 Jun 10;23(12):5490. doi: 10.3390/s23125490.","Sung JH","Sensors (Basel)","2023","2023/07/08","PMC10302141","","10.3390/s23125490"
"36419140","Anticipatory postural adjustments in older versus young adults: a systematic review and meta-analysis","Duarte MB, da Silva Almeida GC, Costa KHA, Garcez DR, de Athayde Costa E Silva A, da Silva Souza G, de Melo-Neto JS, Callegari B.","Syst Rev. 2022 Nov 23;11(1):251. doi: 10.1186/s13643-022-02116-x.","Duarte MB","Syst Rev","2022","2022/11/24","PMC9685888","","10.1186/s13643-022-02116-x"
"33774145","The influence of resistance training on neuromuscular function in middle-aged and older adults: A systematic review and meta-analysis of randomised controlled trials","James E, Nichols S, Goodall S, Hicks KM, O'Doherty AF.","Exp Gerontol. 2021 Jul 1;149:111320. doi: 10.1016/j.exger.2021.111320. Epub 2021 Mar 24.","James E","Exp Gerontol","2021","2021/03/28","","","10.1016/j.exger.2021.111320"
"31429072","Discharge properties of human diaphragm motor units with ageing","Nguyen DAT, Lewis RHC, Gandevia SC, Butler JE, Hudson AL.","J Physiol. 2019 Oct;597(20):5079-5092. doi: 10.1113/JP278498. Epub 2019 Sep 1.","Nguyen DAT","J Physiol","2019","2019/08/21","","","10.1113/JP278498"
"37956080","Changes in cerebellar output abnormally modulate cortical myoclonus sensorimotor hyperexcitability","Latorre A, Rocchi L, Paparella G, Manzo N, Bhatia KP, Rothwell JC.","Brain. 2024 Apr 4;147(4):1412-1422. doi: 10.1093/brain/awad384.","Latorre A","Brain","2024","2023/11/13","PMC10994547","","10.1093/brain/awad384"
"34875350","Decrease in force control among older adults under unpredictable conditions","Ebisu S, Kasahara S, Saito H, Ishida T.","Exp Gerontol. 2022 Feb;158:111649. doi: 10.1016/j.exger.2021.111649. Epub 2021 Dec 5.","Ebisu S","Exp Gerontol","2022","2021/12/07","","","10.1016/j.exger.2021.111649"
"32938303","Defective corticomuscular connectivity during walking in patients with Parkinson's disease","Yokoyama H, Yoshida T, Zabjek K, Chen R, Masani K.","J Neurophysiol. 2020 Nov 1;124(5):1399-1414. doi: 10.1152/jn.00109.2020. Epub 2020 Sep 16.","Yokoyama H","J Neurophysiol","2020","2020/09/17","","","10.1152/jn.00109.2020"
"39551737","Multi-channel EMG manifestations of upper-extremity muscle coordination imbalance among community-dwelling sarcopenic seniors","He H, Wu X, Li N, Jiang Y, He J, Jiang N.","Biomed Eng Online. 2024 Nov 18;23(1):115. doi: 10.1186/s12938-024-01310-3.","He H","Biomed Eng Online","2024","2024/11/17","PMC11571991","","10.1186/s12938-024-01310-3"
"35743979","Effects of H-Reflex Onset Latency on Gait in Elderly and Hemiplegic Individuals","Kim SC, Cho SH.","Medicina (Kaunas). 2022 May 27;58(6):716. doi: 10.3390/medicina58060716.","Kim SC","Medicina (Kaunas)","2022","2022/06/24","PMC9228972","","10.3390/medicina58060716"
"30484343","Motor performance is preserved in healthy aged adults following severe whole-body hyperthermia","Brazaitis M, Paulauskas H, Eimantas N, Daniuseviciute L, Volungevicius G, Skurvydas A.","Int J Hyperthermia. 2019;36(1):65-74. doi: 10.1080/02656736.2018.1533650. Epub 2018 Nov 1.","Brazaitis M","Int J Hyperthermia","2019","2018/11/29","","","10.1080/02656736.2018.1533650"
"32592849","Magnification of visual feedback modulates corticomuscular and intermuscular coherences differently in young and elderly adults","Watanabe T, Nojima I, Mima T, Sugiura H, Kirimoto H.","Neuroimage. 2020 Oct 15;220:117089. doi: 10.1016/j.neuroimage.2020.117089. Epub 2020 Jun 25.","Watanabe T","Neuroimage","2020","2020/06/28","","","10.1016/j.neuroimage.2020.117089"
"35957243","Predictors of Step Length from Surface Electromyography and Body Impedance Analysis Parameters","Park JW, Baek SH, Sung JH, Kim BJ.","Sensors (Basel). 2022 Jul 29;22(15):5686. doi: 10.3390/s22155686.","Park JW","Sensors (Basel)","2022","2022/08/12","PMC9371228","","10.3390/s22155686"
"32509847","Development and Experimental Verification of an Ergonomic Backpack","Ramadan MZ, Al-Tayyar SN.","Biomed Res Int. 2020 May 15;2020:1437126. doi: 10.1155/2020/1437126. eCollection 2020.","Ramadan MZ","Biomed Res Int","2020","2020/06/09","PMC7245669","","10.1155/2020/1437126"
"37675471","Heating the skin on the foot sole enhances cutaneous reflexes in the lower limb","Howe EE, Sharma T, Marrelli LC, Nwebube C, Bent LR.","J Appl Physiol (1985). 2023 Nov 1;135(5):985-994. doi: 10.1152/japplphysiol.00533.2023. Epub 2023 Sep 7.","Howe EE","J Appl Physiol (1985)","2023","2023/09/07","","","10.1152/japplphysiol.00533.2023"
"37974024","Detecting age-related changes in skeletal muscle mechanics using ultrasound shear wave elastography","Ateş F, Marquetand J, Zimmer M.","Sci Rep. 2023 Nov 16;13(1):20062. doi: 10.1038/s41598-023-47468-z.","Ateş F","Sci Rep","2023","2023/11/17","PMC10654699","","10.1038/s41598-023-47468-z"
"38857412","Sex disparities of human neuromuscular decline in older humans","Guo Y, Jones EJ, Smart TF, Altheyab A, Gamage N, Stashuk DW, Piasecki J, Phillips BE, Atherton PJ, Piasecki M.","J Physiol. 2025 Jan;603(1):151-165. doi: 10.1113/JP285653. Epub 2024 Jun 10.","Guo Y","J Physiol","2025","2024/06/10","PMC11702916","","10.1113/JP285653"
"38454712","sEMG-based Sarcopenia risk classification using empirical mode decomposition and machine learning algorithms","Kumar KS, Lee D, Jamsrandoj A, Soylu NN, Jung D, Kim J, Mun KR.","Math Biosci Eng. 2024 Jan 25;21(2):2901-2921. doi: 10.3934/mbe.2024129.","Kumar KS","Math Biosci Eng","2024","2024/03/08","","","10.3934/mbe.2024129"
"32324776","Early and late rapid torque characteristics and select physiological correlates in middle-aged and older males","Olmos AA, Stratton MT, Ha PL, Dalton BE, VanDusseldorp TA, Mangine GT, Feito Y, Poisal MJ, Jones JA, Smith TM, Hester GM.","PLoS One. 2020 Apr 23;15(4):e0231907. doi: 10.1371/journal.pone.0231907. eCollection 2020.","Olmos AA","PLoS One","2020","2020/04/24","PMC7179893","","10.1371/journal.pone.0231907"
"33258326","Pelvic floor muscle strength is correlated with sexual function","Sartori DVB, Kawano PR, Yamamoto HA, Guerra R, Pajolli PR, Amaro JL.","Investig Clin Urol. 2021 Jan;62(1):79-84. doi: 10.4111/icu.20190248. Epub 2020 Nov 9.","Sartori DVB","Investig Clin Urol","2021","2020/12/01","PMC7801170","","10.4111/icu.20190248"
"32133493","Relationship of Anabolic Hormones With Motor Unit Characteristics in Quadriceps Muscle in Healthy and Frail Aging Men","Swiecicka A, Piasecki M, Stashuk D, Jones D, Wu F, McPhee JS, Rutter MK.","J Clin Endocrinol Metab. 2020 Jul 1;105(7):dgaa100. doi: 10.1210/clinem/dgaa100.","Swiecicka A","J Clin Endocrinol Metab","2020","2020/03/06","","","10.1210/clinem/dgaa100"
"38867670","The effect of trunk position and pain location on lumbar extensor muscle recruitment strategies","Ducas J, Pano-Rodriguez A, Couture S, Gallina A, Abboud J.","J Appl Physiol (1985). 2024 Sep 1;137(3):540-553. doi: 10.1152/japplphysiol.00086.2024. Epub 2024 Jun 13.","Ducas J","J Appl Physiol (1985)","2024","2024/06/13","","","10.1152/japplphysiol.00086.2024"
"38189826","Single-session measures of quadriceps neuromuscular function are reliable in healthy females and unaffected by age","O'Bryan SJ, Hiam D, Lamon S.","Eur J Appl Physiol. 2024 Jun;124(6):1719-1732. doi: 10.1007/s00421-023-05395-x. Epub 2024 Jan 8.","O'Bryan SJ","Eur J Appl Physiol","2024","2024/01/08","PMC11130065","","10.1007/s00421-023-05395-x"
"35963451","Age-related differences in stepping stability following a sudden gait perturbation are associated with lower limb eccentric control of the perturbed limb","Jeon W, Whitall J, Alissa N, Westlake K.","Exp Gerontol. 2022 Oct 1;167:111917. doi: 10.1016/j.exger.2022.111917. Epub 2022 Aug 10.","Jeon W","Exp Gerontol","2022","2022/08/13","PMC13085867","NIHMS2150996","10.1016/j.exger.2022.111917"
"32445060","Surface Electromyographic Biofeedback and the Effortful Swallow Exercise for Stroke-Related Dysphagia and in Healthy Ageing","Archer SK, Smith CH, Newham DJ.","Dysphagia. 2021 Apr;36(2):281-292. doi: 10.1007/s00455-020-10129-8. Epub 2020 May 22.","Archer SK","Dysphagia","2021","2020/05/24","PMC8004490","","10.1007/s00455-020-10129-8"
"37129552","Large muscle group movements during sleep in healthy people: normative values and correlation to sleep features","Ibrahim A, Ferri R, Cesari M, Frauscher B, Heidbreder A, Bergmann M, Högl B, Stefani A.","Sleep. 2023 Aug 14;46(8):zsad129. doi: 10.1093/sleep/zsad129.","Ibrahim A","Sleep","2023","2023/05/02","PMC10424171","","10.1093/sleep/zsad129"
"40218839","Relationship Between Lower-Extremity Co-Contraction and Jerk During Gait","Miyashita T, Kawanishi K, Kudo S.","Sensors (Basel). 2025 Apr 6;25(7):2327. doi: 10.3390/s25072327.","Miyashita T","Sensors (Basel)","2025","2025/04/12","PMC11991252","","10.3390/s25072327"
"31321803","Neural control properties of the external anal sphincter in young and elderly women","Dias N, Zhang C, Li X, Neshatian L, Orejuela FJ, Zhang Y.","Neurourol Urodyn. 2019 Sep;38(7):1828-1833. doi: 10.1002/nau.24108. Epub 2019 Jul 18.","Dias N","Neurourol Urodyn","2019","2019/07/20","PMC6706306","NIHMS1040182","10.1002/nau.24108"
"35162227","Impact of Types of Breathing on Static Balance Ability in Healthy Adults","Kim SH, Shin HJ, Cho HY.","Int J Environ Res Public Health. 2022 Jan 21;19(3):1205. doi: 10.3390/ijerph19031205.","Kim SH","Int J Environ Res Public Health","2022","2022/02/15","PMC8835336","","10.3390/ijerph19031205"
"41413197","Dynamic evolution of intracortical and corticomuscular connectivity during reach-and-grasp movement planning and execution","Sanchez-Bautista JA, Antelis JM, Mendoza-Montoya O.","Sci Rep. 2025 Dec 18;16(1):2751. doi: 10.1038/s41598-025-32388-x.","Sanchez-Bautista JA","Sci Rep","2025","2025/12/18","PMC12824415","","10.1038/s41598-025-32388-x"
"35162600","Cervical Myofascial Pain Is Associated with an Imbalance of Masticatory Muscle Activity","Ginszt M, Szkutnik J, Zieliński G, Bakalczuk M, Stodółkiewicz M, Litko-Rola M, Ginszt A, Rahnama M, Majcher P.","Int J Environ Res Public Health. 2022 Jan 29;19(3):1577. doi: 10.3390/ijerph19031577.","Ginszt M","Int J Environ Res Public Health","2022","2022/02/15","PMC8834744","","10.3390/ijerph19031577"
"40776977","Impact of aging and body mass index on upper extremity motor unit number index and size","Gulley Cox LI, Dias N, Zhang C, Zhang Y, Gorniak SL.","Exp Biol Med (Maywood). 2025 Jul 24;250:10491. doi: 10.3389/ebm.2025.10491. eCollection 2025.","Gulley Cox LI","Exp Biol Med (Maywood)","2025","2025/08/08","PMC12328250","","10.3389/ebm.2025.10491"
"37937342","Reduced corticospinal drive and inflexible temporal adaptation during visually guided walking in older adults","Sato SD, Choi JT.","J Neurophysiol. 2023 Dec 1;130(6):1508-1520. doi: 10.1152/jn.00078.2023. Epub 2023 Nov 8.","Sato SD","J Neurophysiol","2023","2023/11/08","PMC10994519","","10.1152/jn.00078.2023"
"33596223","Age-related changes in the neuromuscular control of forward and backward locomotion","Dewolf AH, Sylos-Labini F, Cappellini G, Ivanenko Y, Lacquaniti F.","PLoS One. 2021 Feb 17;16(2):e0246372. doi: 10.1371/journal.pone.0246372. eCollection 2021.","Dewolf AH","PLoS One","2021","2021/02/17","PMC7888655","","10.1371/journal.pone.0246372"
"36497961","A Reliability of Active and Passive Knee Joint Position Sense Assessment Using the Luna EMG Rehabilitation Robot","Oleksy Ł, Królikowska A, Mika A, Reichert P, Kentel M, Kentel M, Poświata A, Roksela A, Kozak D, Bienias K, Smoliński M, Stolarczyk A, Mikulski M.","Int J Environ Res Public Health. 2022 Nov 29;19(23):15885. doi: 10.3390/ijerph192315885.","Oleksy Ł","Int J Environ Res Public Health","2022","2022/12/11","PMC9739924","","10.3390/ijerph192315885"
"37013546","The preferable shoulder position can isolate supraspinatus activity superior to the classic empty can test: an electromyographic study","Kijkunasathian C, Niyomkha S, Woratanarat P, Vijittrakarnrung C.","BMC Musculoskelet Disord. 2023 Apr 3;24(1):255. doi: 10.1186/s12891-023-06372-3.","Kijkunasathian C","BMC Musculoskelet Disord","2023","2023/04/04","PMC10069100","","10.1186/s12891-023-06372-3"
"36557001","Changes in Trunk Muscle Activity during Unilateral Weight Bearing and Abnormal Postural Gait in Healthy Individuals","Paek S, Kang J, Shin B, Jung J, Rim H, Yoon M, Lee K, Yoo Y, Hong B, Lim S, Kim J.","Medicina (Kaunas). 2022 Dec 6;58(12):1800. doi: 10.3390/medicina58121800.","Paek S","Medicina (Kaunas)","2022","2022/12/23","PMC9785953","","10.3390/medicina58121800"
"32629839","Muscle Activation and Distribution during Four Test/Functional Tasks: A Comparison between Dry-Land and Aquatic Environments for Healthy Older and Young Adults","Cuesta-Vargas Á, Martín-Martín J, Pérez-Cruzado D, Cano-Herrera CL, Rodríguez JG, Merchán-Baeza JA, González-Sánchez M.","Int J Environ Res Public Health. 2020 Jun 30;17(13):4696. doi: 10.3390/ijerph17134696.","Cuesta-Vargas Á","Int J Environ Res Public Health","2020","2020/07/08","PMC7370020","","10.3390/ijerph17134696"
"31052391","Analysis of Ankle sEMG on Both Stable and Unstable Surfaces for Elderly and Young Women-A Pilot Study","Błaszczyszyn M, Konieczny M, Pakosz P.","Int J Environ Res Public Health. 2019 May 1;16(9):1544. doi: 10.3390/ijerph16091544.","Błaszczyszyn M","Int J Environ Res Public Health","2019","2019/05/05","PMC6539152","","10.3390/ijerph16091544"
"41339315","A Kinematic and EMG Dataset for Upper Limb and Hand Movement Analysis in Post-Stroke and Healthy Subjects","Lucchetti F, Bailo G, Cabinio M, Marzegan A, Nuara A, Rossetto F, Squartecchia S, Carpinella I, Ferrarin M, Lencioni T.","Sci Data. 2025 Dec 3;12(1):1904. doi: 10.1038/s41597-025-06174-3.","Lucchetti F","Sci Data","2025","2025/12/03","PMC12675522","","10.1038/s41597-025-06174-3"
"34775229","Recreational runners who recovered from COVID-19 show different running kinetics and muscle activities compared with healthy controls","Jafarnezhadgero AA, Hamlabadi MP, Sajedi H, Granacher U.","Gait Posture. 2022 Jan;91:260-265. doi: 10.1016/j.gaitpost.2021.11.002. Epub 2021 Nov 6.","Jafarnezhadgero AA","Gait Posture","2022","2021/11/14","PMC8584715","","10.1016/j.gaitpost.2021.11.002"
"36837611","Clinical Trial to Assess Physiology and Activity of Masticatory Muscles of Complete Denture Wearer Following Vitamin D Intervention","Rathi S, Chaturvedi S, Abdullah S, Rajput G, Alqahtani NM, Chaturvedi M, Gurumurthy V, Saini R, Bavabeedu SS, Minervini G.","Medicina (Kaunas). 2023 Feb 20;59(2):410. doi: 10.3390/medicina59020410.","Rathi S","Medicina (Kaunas)","2023","2023/02/25","PMC9961876","","10.3390/medicina59020410"
"37503934","Mechanisms underlying the prolonged activation of the genioglossus following arousal from sleep","Dawson A, Avraam J, Nicholas CL, Kay A, Thornton T, Feast N, Fridgant MD, O'Donoghue FJ, Trinder J, Jordan AS.","Sleep. 2024 Jan 11;47(1):zsad202. doi: 10.1093/sleep/zsad202.","Dawson A","Sleep","2024","2023/07/28","PMC10782491","","10.1093/sleep/zsad202"
"32023861","High-Specificity Digital Architecture for Real-Time Recognition of Loss of Balance Inducing Fall","De Venuto D, Mezzina G.","Sensors (Basel). 2020 Jan 31;20(3):769. doi: 10.3390/s20030769.","De Venuto D","Sensors (Basel)","2020","2020/02/07","PMC7038501","","10.3390/s20030769"
"39107548","Reliability, validity and normative data of the timed water swallow test accompanied by sEMG","Selen Akıl D, Bengisu S, Sezer E, Krespi Y, Topbaş SS.","Eur Arch Otorhinolaryngol. 2024 Nov;281(11):5885-5897. doi: 10.1007/s00405-024-08884-7. Epub 2024 Aug 6.","Selen Akıl D","Eur Arch Otorhinolaryngol","2024","2024/08/06","PMC11512847","","10.1007/s00405-024-08884-7"
"33055200","Voluntary Inhibition of Physiological Mirror Activity: An EEG-EMG Study","Maudrich T, Kenville R, Maudrich D, Villringer A, Ragert P, Nikulin VV.","eNeuro. 2020 Oct 28;7(5):ENEURO.0326-20.2020. doi: 10.1523/ENEURO.0326-20.2020. Print 2020 Sep/Oct.","Maudrich T","eNeuro","2020","2020/10/15","PMC7598909","","10.1523/ENEURO.0326-20.2020"
"37783842","Age-related differences in lower limb muscle activation patterns and balance control strategies while walking over a compliant surface","Jeon W, Ramadan A, Whitall J, Alissa N, Westlake K.","Sci Rep. 2023 Oct 2;13(1):16555. doi: 10.1038/s41598-023-43728-0.","Jeon W","Sci Rep","2023","2023/10/02","PMC10545684","","10.1038/s41598-023-43728-0"
"37723852","Impact of Verbal Suggestions on Finger Flexor Activation and Strength in Healthy Individuals","Zaworski K, Kadłubowska M, Baj-Korpak J.","Med Sci Monit. 2023 Sep 19;29:e941548. doi: 10.12659/MSM.941548.","Zaworski K","Med Sci Monit","2023","2023/09/19","PMC10517631","","10.12659/MSM.941548"
"38759042","Evacuation safety effects of a lightweight elevator-type evacuation device using carbon material: Focus on plantar pressure and muscle strength","Yu M, Kang YS, Hong HY, Hong CU, Kwon TK.","Technol Health Care. 2024;32(S1):115-124. doi: 10.3233/THC-248010.","Yu M","Technol Health Care","2024","2024/05/17","PMC11191485","","10.3233/THC-248010"
"39721229","Effect of surface electromyography normalisation methods over gait muscle synergies","Ortega-Auriol P, Besier T, McMorland AJC.","J Electromyogr Kinesiol. 2025 Feb;80:102968. doi: 10.1016/j.jelekin.2024.102968. Epub 2024 Dec 21.","Ortega-Auriol P","J Electromyogr Kinesiol","2025","2024/12/25","","","10.1016/j.jelekin.2024.102968"
"41305043","Early Detection of Dysphagia Signs in Parkinson's Disease: An Artificial Intelligence-Based Approach Using Non-Invasive Sensors","Gazzanti Pugliese di Cotrone MA, Akhtar NF, Patera M, Gallo S, Mosca U, Ghislieri M, Ferraris C, Suppa A, Artusi CA, Zampogna A, Amprimo G, Imbalzano G, Cerfoglio S, Cimolin V, Borzì L, Olmo G, Irrera F.","Sensors (Basel). 2025 Nov 8;25(22):6834. doi: 10.3390/s25226834.","Gazzanti Pugliese di Cotrone MA","Sensors (Basel)","2025","2025/11/27","PMC12656424","","10.3390/s25226834"
"34770526","Differences in Physiological Signals Due to Age and Exercise Habits of Subjects during Cycling Exercise","Lin SY, Jao CW, Wang PS, Liou M, Wu JL, Chun H, Tseng CT, Wu YT.","Sensors (Basel). 2021 Oct 29;21(21):7220. doi: 10.3390/s21217220.","Lin SY","Sensors (Basel)","2021","2021/11/13","PMC8587887","","10.3390/s21217220"
"35984848","Dose-response relationship of in vivo ambulatory load and mechanosensitive cartilage biomarkers-The role of age, tissue health and inflammation: A study protocol","Herger S, Vach W, Nüesch C, Liphardt AM, Egloff C, Mündermann A.","PLoS One. 2022 Aug 19;17(8):e0272694. doi: 10.1371/journal.pone.0272694. eCollection 2022.","Herger S","PLoS One","2022","2022/08/19","PMC9390933","","10.1371/journal.pone.0272694"
"32822066","Influence of age on the frequency characteristics of the soleus muscle response to Achilles tendon vibration during standing","Mildren RL, Schmidt ME, Eschelmuller G, Carpenter MG, Blouin JS, Inglis JT.","J Physiol. 2020 Nov;598(22):5231-5243. doi: 10.1113/JP280324. Epub 2020 Sep 17.","Mildren RL","J Physiol","2020","2020/08/22","","","10.1113/JP280324"
"32163329","Differential activation of the human costal and crural diaphragm during voluntary and involuntary breaths","Nguyen DAT, Amirjani N, McCaughey EJ, Gandevia SC, Butler JE, Hudson AL.","J Appl Physiol (1985). 2020 May 1;128(5):1262-1270. doi: 10.1152/japplphysiol.00790.2019. Epub 2020 Mar 12.","Nguyen DAT","J Appl Physiol (1985)","2020","2020/03/13","","","10.1152/japplphysiol.00790.2019"
"40354342","Inter-lower limb and intra-lower limb muscle activity correlations during walking: A comparative study of stroke patients and healthy individuals","Sanghan T, Hohsoh N, Stojanović G, Begg R, Chatpun S.","PLoS One. 2025 May 12;20(5):e0319955. doi: 10.1371/journal.pone.0319955. eCollection 2025.","Sanghan T","PLoS One","2025","2025/05/12","PMC12068577","","10.1371/journal.pone.0319955"
"39951554","Increased functional and directed corticomuscular connectivity after dynamic motor practice but not isometric motor practice","Nielsen AL, Norup M, Bjørndal JR, Wiegel P, Spedden ME, Lundbye-Jensen J.","J Neurophysiol. 2025 Mar 1;133(3):930-943. doi: 10.1152/jn.00061.2024. Epub 2025 Feb 14.","Nielsen AL","J Neurophysiol","2025","2025/02/14","","","10.1152/jn.00061.2024"
"36099264","Spatiotemporal characteristics of lower back muscle fatigue during a ten minutes endurance test at 50% upper body weight in healthy inactive, endurance, and strength trained subjects","Anders C, Schönau T.","PLoS One. 2022 Sep 13;17(9):e0273856. doi: 10.1371/journal.pone.0273856. eCollection 2022.","Anders C","PLoS One","2022","2022/09/13","PMC9469946","","10.1371/journal.pone.0273856"
"39709714","Effects of age/gender profiles and physical activity level on symmetry of lumbar muscle activation in pain-free older adults during various spinal movements","Cheng CH, Rezaei A, Kaufman K.","Gait Posture. 2025 Mar;117:136-142. doi: 10.1016/j.gaitpost.2024.12.012. Epub 2024 Dec 13.","Cheng CH","Gait Posture","2025","2024/12/22","PMC11810581","NIHMS2044588","10.1016/j.gaitpost.2024.12.012"
"30455060","Effects of aging on hip abductor-adductor neuromuscular and mechanical performance during the weight transfer phase of lateral protective stepping","Inacio M, Creath R, Rogers MW.","J Biomech. 2019 Jan 3;82:244-250. doi: 10.1016/j.jbiomech.2018.10.040. Epub 2018 Nov 9.","Inacio M","J Biomech","2019","2018/11/21","PMC6310621","NIHMS1512048","10.1016/j.jbiomech.2018.10.040"
"33806717","Characterization of Pelvic Floor Activity in Healthy Subjects and with Chronic Pelvic Pain: Diagnostic Potential of Surface Electromyography","Albaladejo-Belmonte M, Tarazona-Motes M, Nohales-Alfonso FJ, De-Arriba M, Alberola-Rubio J, Garcia-Casado J.","Sensors (Basel). 2021 Mar 23;21(6):2225. doi: 10.3390/s21062225.","Albaladejo-Belmonte M","Sensors (Basel)","2021","2021/04/03","PMC8004809","","10.3390/s21062225"
"39707399","Proportional myoelectric control of a virtual bionic arm in participants with hemiparesis, muscle spasticity, and impaired range of motion","Thomson CJ, Mino FR, Lopez DR, Maitre PP, Edgley SR, George JA.","J Neuroeng Rehabil. 2024 Dec 21;21(1):222. doi: 10.1186/s12984-024-01529-0.","Thomson CJ","J Neuroeng Rehabil","2024","2024/12/20","PMC11662728","","10.1186/s12984-024-01529-0"
"34167020","Age does not affect the relationship between muscle activation and joint work during incline and decline walking","Waanders JB, Murgia A, DeVita P, Franz JR, Hortobágyi T.","J Biomech. 2021 Jul 19;124:110555. doi: 10.1016/j.jbiomech.2021.110555. Epub 2021 Jun 11.","Waanders JB","J Biomech","2021","2021/06/24","","","10.1016/j.jbiomech.2021.110555"
"41249869","Functional Assessment of Peroneal Muscles Using Ultrasound Imaging in Chronic Ankle Instability","Jaffri A.","J Foot Ankle Res. 2025 Dec;18(4):e70088. doi: 10.1002/jfa2.70088.","Jaffri A","J Foot Ankle Res","2025","2025/11/18","PMC12623152","","10.1002/jfa2.70088"
"34288268","Diffusion magnetic resonance imaging reveals tract-specific microstructural correlates of electrophysiological impairments in non-myelopathic and myelopathic spinal cord compression","Valošek J, Labounek R, Horák T, Horáková M, Bednařík P, Keřkovský M, Kočica J, Rohan T, Lenglet C, Cohen-Adad J, Hluštík P, Vlčková E, Kadaňka Z Jr, Bednařík J, Svatkova A.","Eur J Neurol. 2021 Nov;28(11):3784-3797. doi: 10.1111/ene.15027. Epub 2021 Aug 4.","Valošek J","Eur J Neurol","2021","2021/07/21","PMC8530898","NIHMS1726556","10.1111/ene.15027"
